PLAYER_NAME,0 Dribbles,1 Dribble,2 Dribbles,3-6 Dribbles,7+ Dribbles
Dwight Powell_203939_Dallas Mavericks_1610612742,0.872,0.105,0.02,0.003,0
Amar'e Stoudemire_2405_Miami Heat_1610612748,0.751,0.131,0.059,0.059,0
Kevin Seraphin_202338_New York Knicks_1610612752,0.525,0.211,0.186,0.074,0.005
James Johnson_201949_Toronto Raptors_1610612761,0.409,0.153,0.17,0.243,0.026
Richard Jefferson_2210_Cleveland Cavaliers_1610612739,0.671,0.158,0.113,0.048,0.01
Kyle O'Quinn_203124_New York Knicks_1610612752,0.76,0.125,0.081,0.03,0.004
CJ Watson_201228__1610612753,0.372,0.153,0.109,0.219,0.146
Steve Blake_2581__1610612765,0.45,0.088,0.058,0.163,0.242
Ryan Kelly_203527_Los Angeles Lakers_1610612747,0.604,0.141,0.148,0.107,0
Thomas Robinson_203080_Brooklyn Nets_1610612751,0.625,0.179,0.11,0.079,0.007
Ed Davis_202334_Portland Trail Blazers_1610612757,0.728,0.183,0.058,0.031,0
Tyler Ennis_203898__1610612749,0.273,0.07,0.144,0.267,0.246
Andrew Bogut_101106_Golden State Warriors_1610612744,0.74,0.183,0.055,0.022,0
JaVale McGee_201580_Dallas Mavericks_1610612742,0.769,0.127,0.09,0.015,0
Andre Roberson_203460_Oklahoma City Thunder_1610612760,0.766,0.176,0.033,0.026,0
Nemanja Bjelica_202357_Minnesota Timberwolves_1610612750,0.683,0.135,0.087,0.074,0.022
Kendall Marshall_203088__1610612755,0.444,0.043,0.085,0.222,0.205
Miles Plumlee_203101_Milwaukee Bucks_1610612749,0.657,0.288,0.034,0.021,0
Kyle Anderson_203937_San Antonio Spurs_1610612759,0.293,0.194,0.18,0.276,0.058
Rashad Vaughn_1626173__1610612749,0.659,0.159,0.117,0.057,0.008
Cole Aldrich_202332_Los Angeles Clippers_1610612746,0.836,0.129,0.027,0.009,0
John Jenkins_203098__1610612756,0.425,0.206,0.094,0.194,0.081
Jonas Jerebko_201973_Boston Celtics_1610612738,0.727,0.156,0.089,0.028,0
Shabazz Napier_203894__1610612753,0.323,0.139,0.09,0.219,0.229
Quincy Acy_203112_Sacramento Kings_1610612758,0.829,0.105,0.057,0.01,0
Chase Budinger_201978_Indiana Pacers_1610612756,0.628,0.151,0.121,0.088,0.013
Brandon Rush_201575_Golden State Warriors_1610612744,0.662,0.146,0.108,0.077,0.008
Joe Ingles_204060__1610612762,0.639,0.189,0.076,0.089,0.007
Noah Vonleh_203943_Portland Trail Blazers_1610612757,0.679,0.139,0.102,0.073,0.007
Ray McCallum_203492_San Antonio Spurs_1610612763,0.414,0.09,0.09,0.207,0.2
Josh McRoberts_201177_Miami Heat_1610612748,0.595,0.108,0.128,0.149,0.02
Solomon Hill_203524_Indiana Pacers_1610612754,0.57,0.111,0.126,0.193,0
James Anderson_202341__1610612758,0.531,0.103,0.154,0.166,0.046
Bismack Biyombo_202687_Toronto Raptors_1610612761,0.816,0.128,0.032,0.025,0
Alonzo Gee_202087_New Orleans Pelicans_1610612740,0.5,0.244,0.116,0.14,0
Darrun Hilliard_1626199_Detroit Pistons_1610612765,0.466,0.13,0.168,0.214,0.023
Drew Gooden_2400__1610612764,0.728,0.136,0.087,0.039,0.01
Willie Reed_203186_Brooklyn Nets_1610612751,0.835,0.12,0.015,0.03,0
Glenn Robinson_203922_Indiana Pacers_1610612754,0.536,0.159,0.152,0.132,0.02
Kelly Oubre_1626162_Washington Wizards_1610612764,0.55,0.104,0.133,0.142,0.071
Phil Pressey_203515__1610612755,0.117,0.078,0.065,0.39,0.351
Axel Toupane_1626253_Denver Nuggets_1610612743,0.843,0.114,0,0.043,0
Kyle Singler_202713_Oklahoma City Thunder_1610612760,0.738,0.136,0.09,0.036,0
Jeff Withey_203481_Utah Jazz_1610612762,0.87,0.099,0.031,0,0
Johnny O'Bryant_203948_Milwaukee Bucks_1610612749,0.694,0.201,0.072,0.029,0.005
Justin Anderson_1626147_Dallas Mavericks_1610612742,0.563,0.144,0.144,0.109,0.04
Kevin Garnett_708_Minnesota Timberwolves_1610612750,0.73,0.261,0.009,0,0
Dewayne Dedmon_203473_Orlando Magic_1610612753,0.802,0.153,0.028,0.017,0
Robert Sacre_203135_Los Angeles Lakers_1610612747,0.733,0.107,0.133,0.027,0
Tayshaun Prince_2419_Minnesota Timberwolves_1610612750,0.643,0.143,0.089,0.107,0.018
Omer Asik_201600_New Orleans Pelicans_1610612740,0.844,0.115,0.026,0.016,0
Kirk Hinrich_2550__1610612741,0.318,0.116,0.147,0.256,0.163
Luc Mbah a Moute_201601_Los Angeles Clippers_1610612746,0.7,0.179,0.077,0.043,0
Chris Johnson_203187_Utah Jazz_1610612762,0.596,0.155,0.13,0.119,0
Tarik Black_204028_Los Angeles Lakers_1610612747,0.683,0.24,0.048,0.019,0.01
Chris Andersen_2365_Memphis Grizzlies_1610612763,0.833,0.125,0.028,0.014,0
Reggie Bullock_203493__1610612765,0.765,0.051,0.143,0.041,0
Andre Miller_1889_Minnesota Timberwolves_1610612750,0.214,0.122,0.163,0.265,0.235
Kostas Papanikolaou_203123__1610612743,0.545,0.136,0.197,0.091,0.03
Sonny Weems_201603_Phoenix Suns_1610612756,0.569,0.147,0.11,0.138,0.037
Pablo Prigioni_203143__1610612746,0.333,0.122,0.095,0.184,0.265
Cristiano Felicio_1626245_Chicago Bulls_1610612741,0.833,0.111,0.042,0.014,0
Salah Mejri_1626257_Dallas Mavericks_1610612742,0.846,0.077,0.051,0.026,0
Jason Thompson_201574_Toronto Raptors_1610612761,0.642,0.17,0.113,0.057,0.019
Lamar Patterson_203934_Atlanta Hawks_1610612737,0.709,0.063,0.076,0.101,0.051
Ryan Hollins_200797_Memphis Grizzlies_1610612763,0.797,0.139,0.051,0.013,0
Kendrick Perkins_2570_New Orleans Pelicans_1610612740,0.613,0.2,0.08,0.107,0
Nick Collison_2555_Oklahoma City Thunder_1610612760,0.752,0.193,0.055,0,0
Sergey Karasev_203508_Brooklyn Nets_1610612751,0.699,0.137,0.068,0.082,0.014
