PLAYER_NAME,STL,BLK,DREB,RIM_FGM,RIM_FGA,RIM_FG_PCT
Ronnie Price_101179__1610612756,1.2,0.2,1.2,0.2,0.5,0.467
Brandon Bass_101138_Los Angeles Lakers_1610612747,0.5,0.8,2.7,2.0,3.7,0.549
Norman Powell_1626181_Toronto Raptors_1610612761,0.6,0.2,2.0,0.6,1.0,0.54
Larry Nance Jr._1626204_Los Angeles Lakers_1610612747,0.9,0.4,3.3,1.5,2.6,0.574
Rondae Hollis-Jefferson_1626178_Brooklyn Nets_1610612751,1.3,0.6,4.0,1.8,3.3,0.542
Tyson Chandler_2199_Phoenix Suns_1610612756,0.5,0.7,6.1,2.9,5.5,0.536
Timofey Mozgov_202389_Cleveland Cavaliers_1610612739,0.3,0.8,3.0,2.4,5.0,0.485
Aron Baynes_203382_Detroit Pistons_1610612765,0.3,0.6,3.0,2.6,5.0,0.517
Lavoy Allen_202730_Indiana Pacers_1610612754,0.3,0.5,3.3,1.7,3.5,0.498
Anthony Tolliver_201229_Detroit Pistons_1610612765,0.4,0.2,2.6,1.2,2.3,0.518
Tim Frazier_204025__1610612740,0.6,0.0,1.6,0.5,0.8,0.6
Joakim Noah_201149_Chicago Bulls_1610612741,0.6,1.0,5.8,2.3,4.3,0.524
Chris McCullough_1626191_Brooklyn Nets_1610612751,1.2,0.5,1.8,1.6,2.8,0.591
Sasha Vujacic_2756__1610612752,0.6,0.1,2.0,0.7,1.2,0.583
Beno Udrih_2757__1610612748,0.3,0.0,1.5,0.5,1.0,0.571
JJ Hickson_201581_Washington Wizards_1610612743,0.4,0.4,2.7,1.6,3.2,0.495
Jonathon Simmons_203613_San Antonio Spurs_1610612759,0.4,0.1,1.5,0.6,0.8,0.721
Richaun Holmes_1626158_Philadelphia 76ers_1610612755,0.4,0.8,1.4,1.6,3.5,0.475
Troy Daniels_203584__1610612766,0.3,0.1,1.2,0.4,0.8,0.543
JaKarr Sampson_203960_Denver Nuggets_1610612755,0.3,0.5,2.0,1.0,2.1,0.48
Marcelo Huertas_1626273_Los Angeles Lakers_1610612747,0.5,0.1,1.4,0.5,0.8,0.558
Justin Holiday_203200__1610612741,0.6,0.4,1.5,0.8,1.7,0.472
Tyus Jones_1626145__1610612750,0.8,0.1,1.1,0.5,0.8,0.586
Anthony Brown_1626148__1610612747,0.5,0.2,2.1,1.0,1.5,0.659
Jarell Martin_1626185_Memphis Grizzlies_1610612763,0.3,0.3,1.7,0.9,2.1,0.439
Tiago Splitter_201168_Atlanta Hawks_1610612737,0.6,0.3,2.1,2.0,4.3,0.474
Dwight Powell_203939_Dallas Mavericks_1610612742,0.5,0.3,2.7,1.5,3.1,0.493
Amar'e Stoudemire_2405_Miami Heat_1610612748,0.3,0.8,3.0,2.0,4.0,0.505
Kevin Seraphin_202338_New York Knicks_1610612752,0.2,0.8,2.0,1.3,3.0,0.421
James Johnson_201949_Toronto Raptors_1610612761,0.5,0.6,1.8,0.7,1.4,0.468
Richard Jefferson_2210_Cleveland Cavaliers_1610612739,0.4,0.2,1.5,0.7,1.1,0.588
Kyle O'Quinn_203124_New York Knicks_1610612752,0.3,0.8,2.7,1.8,3.8,0.472
CJ Watson_201228__1610612753,0.6,0.2,1.7,0.8,1.2,0.684
Steve Blake_2581__1610612765,0.4,0.1,1.4,0.6,1.1,0.607
Ryan Kelly_203527_Los Angeles Lakers_1610612747,0.4,0.3,2.8,1.0,1.8,0.563
Thomas Robinson_203080_Brooklyn Nets_1610612751,0.5,0.5,3.1,1.8,3.6,0.504
Ed Davis_202334_Portland Trail Blazers_1610612757,0.7,0.9,4.6,2.5,5.5,0.458
Tyler Ennis_203898__1610612749,0.5,0.0,1.3,0.6,0.9,0.683
Andrew Bogut_101106_Golden State Warriors_1610612744,0.5,1.6,5.3,2.9,6.4,0.452
JaVale McGee_201580_Dallas Mavericks_1610612742,0.1,0.8,2.4,1.7,2.9,0.576
Andre Roberson_203460_Oklahoma City Thunder_1610612760,0.8,0.6,2.5,1.0,1.9,0.523
Nemanja Bjelica_202357_Minnesota Timberwolves_1610612750,0.4,0.4,2.7,2.2,3.7,0.589
Kendall Marshall_203088__1610612755,0.5,0.1,0.9,0.4,0.6,0.632
Miles Plumlee_203101_Milwaukee Bucks_1610612749,0.3,0.8,2.3,2.3,4.5,0.518
Kyle Anderson_203937_San Antonio Spurs_1610612759,0.8,0.4,2.8,0.5,1.1,0.482
Rashad Vaughn_1626173__1610612749,0.4,0.2,1.1,0.5,0.9,0.574
Cole Aldrich_202332_Los Angeles Clippers_1610612746,0.8,1.1,3.4,2.3,4.7,0.491
John Jenkins_203098__1610612756,0.2,0.0,1.1,0.4,0.6,0.63
Jonas Jerebko_201973_Boston Celtics_1610612738,0.3,0.3,2.7,1.0,2.0,0.51
Shabazz Napier_203894__1610612753,0.4,0.0,0.8,0.3,0.5,0.654
Quincy Acy_203112_Sacramento Kings_1610612758,0.5,0.4,2.1,1.4,2.8,0.519
Chase Budinger_201978_Indiana Pacers_1610612756,0.5,0.2,1.6,0.6,1.1,0.543
Brandon Rush_201575_Golden State Warriors_1610612744,0.3,0.3,2.2,0.8,1.5,0.495
Joe Ingles_204060__1610612762,0.7,0.0,1.6,0.4,0.7,0.533
Noah Vonleh_203943_Portland Trail Blazers_1610612757,0.3,0.3,2.7,1.2,2.4,0.481
Ray McCallum_203492_San Antonio Spurs_1610612763,0.3,0.2,1.0,0.4,0.7,0.621
Josh McRoberts_201177_Miami Heat_1610612748,0.4,0.2,2.0,1.1,2.4,0.465
Solomon Hill_203524_Indiana Pacers_1610612754,0.6,0.2,2.2,0.7,1.4,0.524
James Anderson_202341__1610612758,0.4,0.3,1.4,0.5,1.1,0.463
Bismack Biyombo_202687_Toronto Raptors_1610612761,0.2,1.6,5.8,3.1,6.8,0.452
Alonzo Gee_202087_New Orleans Pelicans_1610612740,0.9,0.2,2.5,1.1,1.9,0.571
Darrun Hilliard_1626199_Detroit Pistons_1610612765,0.2,0.0,1.1,0.2,0.3,0.583
Drew Gooden_2400__1610612764,0.3,0.4,1.9,1.0,2.0,0.525
Willie Reed_203186_Brooklyn Nets_1610612751,0.2,0.8,1.9,1.5,3.2,0.46
Glenn Robinson_203922_Indiana Pacers_1610612754,0.4,0.2,1.2,0.4,0.9,0.488
Kelly Oubre_1626162_Washington Wizards_1610612764,0.3,0.1,1.7,0.6,1.0,0.623
Phil Pressey_203515__1610612755,0.8,0.2,1.2,0.6,0.8,0.778
Axel Toupane_1626253_Denver Nuggets_1610612743,0.3,0.3,1.1,0.5,0.8,0.588
Kyle Singler_202713_Oklahoma City Thunder_1610612760,0.4,0.1,1.3,1.0,1.7,0.583
Jeff Withey_203481_Utah Jazz_1610612762,0.4,1.0,2.3,1.8,4.1,0.431
Johnny O'Bryant_203948_Milwaukee Bucks_1610612749,0.3,0.1,1.7,1.0,2.0,0.527
Justin Anderson_1626147_Dallas Mavericks_1610612742,0.3,0.5,2.1,0.5,0.9,0.563
Kevin Garnett_708_Minnesota Timberwolves_1610612750,0.7,0.3,3.6,1.5,2.9,0.509
Dewayne Dedmon_203473_Orlando Magic_1610612753,0.4,0.8,2.8,1.8,3.9,0.46
Robert Sacre_203135_Los Angeles Lakers_1610612747,0.2,0.4,1.6,1.7,3.0,0.573
Tayshaun Prince_2419_Minnesota Timberwolves_1610612750,0.5,0.2,1.5,0.9,1.6,0.548
Omer Asik_201600_New Orleans Pelicans_1610612740,0.3,0.3,4.3,2.4,4.5,0.528
Kirk Hinrich_2550__1610612741,0.3,0.0,1.3,0.5,1.0,0.489
Luc Mbah a Moute_201601_Los Angeles Clippers_1610612746,0.6,0.3,1.5,0.9,1.6,0.525
Chris Johnson_203187_Utah Jazz_1610612762,0.5,0.3,1.5,0.5,1.0,0.486
Tarik Black_204028_Los Angeles Lakers_1610612747,0.4,0.5,2.9,1.5,3.2,0.484
Chris Andersen_2365_Memphis Grizzlies_1610612763,0.6,0.5,2.3,2.3,3.9,0.594
Reggie Bullock_203493__1610612765,0.3,0.1,1.5,0.6,0.9,0.6
Andre Miller_1889_Minnesota Timberwolves_1610612750,0.4,0.0,1.0,0.3,0.5,0.65
Kostas Papanikolaou_203123__1610612743,0.5,0.2,1.2,0.5,1.2,0.419
Sonny Weems_201603_Phoenix Suns_1610612756,0.2,0.0,1.1,0.3,0.4,0.706
Pablo Prigioni_203143__1610612746,0.9,0.0,1.3,0.6,0.9,0.685
Cristiano Felicio_1626245_Chicago Bulls_1610612741,0.2,0.4,2.3,1.1,2.6,0.425
Salah Mejri_1626257_Dallas Mavericks_1610612742,0.2,1.1,2.4,1.5,3.9,0.389
Jason Thompson_201574_Toronto Raptors_1610612761,0.3,0.4,2.2,1.2,2.2,0.533
Lamar Patterson_203934_Atlanta Hawks_1610612737,0.3,0.1,1.3,0.6,1.1,0.541
Ryan Hollins_200797_Memphis Grizzlies_1610612763,0.2,0.6,1.4,1.5,3.2,0.475
Kendrick Perkins_2570_New Orleans Pelicans_1610612740,0.3,0.3,2.8,1.8,3.4,0.548
Nick Collison_2555_Oklahoma City Thunder_1610612760,0.3,0.3,1.7,1.0,2.2,0.465
Sergey Karasev_203508_Brooklyn Nets_1610612751,0.2,0.1,1.3,0.6,1.1,0.533
