PLAYER_NAME,0-2 Feet - Very Tight,2-4 Feet - Tight,4-6 Feet - Open,6+ Feet - Wide Open
Bismack Biyombo_202687_Toronto Raptors_1610612761,0.004,0.028,0.078,0.039
Alonzo Gee_202087_New Orleans Pelicans_1610612740,0,0.064,0.096,0.192
Darrun Hilliard_1626199_Detroit Pistons_1610612765,0.038,0.183,0.282,0.183
Drew Gooden_2400__1610612764,0.019,0.058,0.262,0.301
Willie Reed_203186_Brooklyn Nets_1610612751,0.008,0.03,0.045,0.083
Glenn Robinson_203922_Indiana Pacers_1610612754,0.033,0.113,0.272,0.119
Kelly Oubre_1626162_Washington Wizards_1610612764,0.024,0.071,0.185,0.175
Phil Pressey_203515__1610612755,0.013,0.026,0.182,0.221
Axel Toupane_1626253_Denver Nuggets_1610612743,0,0.086,0.4,0.271
Kyle Singler_202713_Oklahoma City Thunder_1610612760,0.009,0.063,0.294,0.253
Jeff Withey_203481_Utah Jazz_1610612762,0.006,0.043,0.068,0.049
Johnny O'Bryant_203948_Milwaukee Bucks_1610612749,0.01,0.038,0.268,0.172
Justin Anderson_1626147_Dallas Mavericks_1610612742,0,0.092,0.299,0.241
Kevin Garnett_708_Minnesota Timberwolves_1610612750,0.07,0.139,0.139,0.365
Dewayne Dedmon_203473_Orlando Magic_1610612753,0.017,0.034,0.073,0.079
Robert Sacre_203135_Los Angeles Lakers_1610612747,0,0.133,0.093,0.133
Tayshaun Prince_2419_Minnesota Timberwolves_1610612750,0.013,0.156,0.299,0.263
Omer Asik_201600_New Orleans Pelicans_1610612740,0,0,0,0.021
Kirk Hinrich_2550__1610612741,0.031,0.124,0.295,0.24
Luc Mbah a Moute_201601_Los Angeles Clippers_1610612746,0,0.014,0.082,0.251
Chris Johnson_203187_Utah Jazz_1610612762,0.021,0.181,0.207,0.28
Tarik Black_204028_Los Angeles Lakers_1610612747,0.01,0.01,0.029,0.029
Chris Andersen_2365_Memphis Grizzlies_1610612763,0,0.014,0.069,0.222
Reggie Bullock_203493__1610612765,0.02,0.184,0.306,0.224
Andre Miller_1889_Minnesota Timberwolves_1610612750,0.051,0.122,0.122,0.102
Kostas Papanikolaou_203123__1610612743,0.03,0.121,0.318,0.167
Sonny Weems_201603_Phoenix Suns_1610612756,0.037,0.11,0.312,0.211
Pablo Prigioni_203143__1610612746,0.007,0.116,0.293,0.347
Cristiano Felicio_1626245_Chicago Bulls_1610612741,0,0.014,0.056,0.25
Salah Mejri_1626257_Dallas Mavericks_1610612742,0,0,0.026,0.026
Jason Thompson_201574_Toronto Raptors_1610612761,0.019,0.066,0.123,0.132
Lamar Patterson_203934_Atlanta Hawks_1610612737,0,0.051,0.203,0.468
Ryan Hollins_200797_Memphis Grizzlies_1610612763,0.013,0.013,0.038,0.025
Kendrick Perkins_2570_New Orleans Pelicans_1610612740,0,0.013,0.027,0.147
Nick Collison_2555_Oklahoma City Thunder_1610612760,0,0.055,0.064,0.11
Sergey Karasev_203508_Brooklyn Nets_1610612751,0.014,0.274,0.274,0.192
