PLAYER_NAME,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED_OFF,AVG_SPEED_DEF
Bismack Biyombo_202687_Toronto Raptors_1610612761,0.81,0.68,4.27,3.81
Alonzo Gee_202087_New Orleans Pelicans_1610612740,0.86,0.82,4.77,4.23
Darrun Hilliard_1626199_Detroit Pistons_1610612765,0.38,0.33,4.6,3.88
Drew Gooden_2400__1610612764,0.38,0.34,4.43,4.01
Willie Reed_203186_Brooklyn Nets_1610612751,0.41,0.35,4.43,3.93
Glenn Robinson_203922_Indiana Pacers_1610612754,0.47,0.38,4.78,4.16
Kelly Oubre_1626162_Washington Wizards_1610612764,0.41,0.36,4.68,4.01
Phil Pressey_203515__1610612755,0.51,0.45,5.19,4.27
Axel Toupane_1626253_Denver Nuggets_1610612743,0.55,0.5,4.58,4.1
Kyle Singler_202713_Oklahoma City Thunder_1610612760,0.58,0.48,4.76,4.1
Jeff Withey_203481_Utah Jazz_1610612762,0.5,0.4,4.46,3.87
Johnny O'Bryant_203948_Milwaukee Bucks_1610612749,0.49,0.44,4.59,4.03
Justin Anderson_1626147_Dallas Mavericks_1610612742,0.48,0.37,4.8,3.86
Kevin Garnett_708_Minnesota Timberwolves_1610612750,0.55,0.47,4.67,3.68
Dewayne Dedmon_203473_Orlando Magic_1610612753,0.43,0.41,4.51,3.81
Robert Sacre_203135_Los Angeles Lakers_1610612747,0.46,0.39,4.2,3.64
Tayshaun Prince_2419_Minnesota Timberwolves_1610612750,0.65,0.61,4.16,3.85
Omer Asik_201600_New Orleans Pelicans_1610612740,0.62,0.53,4.33,3.62
Kirk Hinrich_2550__1610612741,0.56,0.46,4.86,4.04
Luc Mbah a Moute_201601_Los Angeles Clippers_1610612746,0.62,0.58,4.42,3.97
Chris Johnson_203187_Utah Jazz_1610612762,0.49,0.42,4.65,4.24
Tarik Black_204028_Los Angeles Lakers_1610612747,0.48,0.4,4.6,3.72
Chris Andersen_2365_Memphis Grizzlies_1610612763,0.53,0.47,4.26,3.81
Reggie Bullock_203493__1610612765,0.48,0.38,4.89,4.0
Andre Miller_1889_Minnesota Timberwolves_1610612750,0.42,0.34,4.2,3.52
Kostas Papanikolaou_203123__1610612743,0.45,0.38,4.82,3.94
Sonny Weems_201603_Phoenix Suns_1610612756,0.43,0.39,4.53,3.99
Pablo Prigioni_203143__1610612746,0.56,0.5,4.73,4.4
Cristiano Felicio_1626245_Chicago Bulls_1610612741,0.41,0.35,4.73,4.01
Salah Mejri_1626257_Dallas Mavericks_1610612742,0.44,0.39,4.37,4.05
Jason Thompson_201574_Toronto Raptors_1610612761,0.4,0.31,4.52,3.95
Lamar Patterson_203934_Atlanta Hawks_1610612737,0.44,0.39,4.71,4.08
Ryan Hollins_200797_Memphis Grizzlies_1610612763,0.44,0.39,4.18,3.84
Kendrick Perkins_2570_New Orleans Pelicans_1610612740,0.51,0.44,4.2,3.52
Nick Collison_2555_Oklahoma City Thunder_1610612760,0.44,0.38,4.46,3.81
Sergey Karasev_203508_Brooklyn Nets_1610612751,0.38,0.34,4.71,3.94
