PLAYER_NAME,Transition,Isolation,PRBallHandler,PRRollman,Postup,Spotup,Handoff,Cut,OffScreen,OffRebound
Gordon Hayward_202330_Utah Jazz_1610612762,13.574,10.959,24.409,0.872,2.055,19.489,11.519,3.861,7.534,1.993
Dirk Nowitzki_1717_Dallas Mavericks_1610612742,4.642,4.642,0,18.569,29.604,22.222,0.761,3.196,8.6,2.664
Jahlil Okafor_1626143_Philadelphia 76ers_1610612755,6.599,18.985,0,13.096,31.98,4.569,0,11.066,0,8.528
Bradley Beal_203078_Washington Wizards_1610612764,17.454,5.955,29.466,0,0,13.244,7.187,3.388,15.195,1.437
Khris Middleton_203114_Milwaukee Bucks_1610612749,13.555,11.134,18.05,1.729,8.091,16.39,10.304,2.075,11.826,1.314
Chris Bosh_2547_Miami Heat_1610612748,4.564,13.382,1.141,24.378,8.61,26.971,1.245,4.564,7.469,3.008
Rudy Gay_200752_Sacramento Kings_1610612758,18.276,15.403,7.023,4.948,10.535,19.473,2.235,5.986,5.906,6.385
Jrue Holiday_201950_New Orleans Pelicans_1610612740,10.451,8.779,51.672,0,1.421,8.612,5.602,2.007,3.846,1.338
LaMarcus Aldridge_200746_San Antonio Spurs_1610612759,4.844,1.172,0,20.156,33.672,15.625,0,8.984,2.734,9.844
Karl-Anthony Towns_1626157_Minnesota Timberwolves_1610612750,7.331,6.639,0,24.758,17.358,11.065,0,8.022,5.602,11.549
Ryan Anderson_201583_New Orleans Pelicans_1610612740,8.348,9.246,2.334,15.081,17.504,20.108,1.347,2.603,10.233,9.425
Jordan Clarkson_203903_Los Angeles Lakers_1610612747,15.42,9.977,35.979,0,0.756,13.605,5.896,5.367,5.745,3.25
Pau Gasol_2200_Chicago Bulls_1610612741,4.973,5.828,0,21.212,20.668,20.202,0,7.226,1.709,8.702
Marc Gasol_201188_Memphis Grizzlies_1610612763,1.923,5.556,0,22.115,40.171,10.47,0,8.226,1.389,3.205
Avery Bradley_202340_Boston Celtics_1610612738,20.034,3.888,13.525,0,0,20.287,17.16,4.565,14.624,1.86
Victor Oladipo_203506_Orlando Magic_1610612753,17.863,7.259,32.463,0,0,17.537,8.646,4.649,4.649,1.876
Zach Randolph_2216_Memphis Grizzlies_1610612763,3.074,15.823,0,9.675,36.166,10.036,0,6.239,1.266,11.664
Emmanuel Mudiay_1626144_Denver Nuggets_1610612743,15.283,6.656,42.974,0,2.794,14.955,4.766,2.876,3.533,1.397
Danilo Gallinari_201568_Denver Nuggets_1610612743,9.907,18.885,11.971,4.025,8.462,21.259,6.605,5.366,4.747,3.509
Thaddeus Young_201152_Brooklyn Nets_1610612751,16.112,8.355,2.131,18.073,15.942,9.292,0,15.942,1.194,8.781
Paul Millsap_200794_Atlanta Hawks_1610612737,10.856,7.864,1.461,17.954,16.006,19.415,0.905,11.691,3.201,5.846
Derrick Favors_202324_Utah Jazz_1610612762,3.617,2.542,0,22.092,22.581,10.655,0,22.678,0,8.602
Andre Drummond_203083_Detroit Pistons_1610612765,6.038,3.596,0,13.161,27.476,1.493,0,12.415,0,23.27
Al Horford_201143__1610612737,0,0,0,0,0,0,0,0,0,0
Kevin Love_201567_Cleveland Cavaliers_1610612739,9.04,3.331,0,15.305,24.584,26.328,1.507,4.282,4.6,5.63
Giannis Antetokounmpo_203507_Milwaukee Bucks_1610612749,20.414,15.489,9.993,2.498,8.137,16.488,2.498,10.921,1.071,5.996
Monta Ellis_101145_Indiana Pacers_1610612754,17.481,7.328,38.321,0,0,14.656,6.718,1.908,5.649,1.374
Kentavious Caldwell-Pope_203484_Detroit Pistons_1610612765,22.184,4.987,22.356,0,0,25.537,5.245,3.181,8.083,3.439
Tyreke Evans_201936__1610612740,14.554,17.371,38.967,0,0,11.268,6.808,0,0,2.347
Ish Smith_202397__1610612740,16.609,10.727,45.675,0,0,15.225,4.13,0,1.304,1.304
Nicolas Batum_201587_Charlotte Hornets_1610612766,10.568,9.345,22.707,0,4.978,13.275,12.14,2.445,15.983,2.183
Mike Conley_201144_Memphis Grizzlies_1610612763,11.353,6.422,43.349,0,0,12.5,9.404,2.638,8.028,1.376
Jeff Teague_201952_Atlanta Hawks_1610612737,17.375,13.945,40.641,0,0.969,10.291,5.518,1.566,3.281,0
Rodney Hood_203918_Utah Jazz_1610612762,7.77,8.699,29.307,0,2.449,28.547,11.064,2.027,4.054,1.605
Kristaps Porzingis_204001_New York Knicks_1610612752,7.156,6.082,1.163,13.685,15.027,24.776,0,10.733,7.513,7.245
Goran Dragic_201609_Miami Heat_1610612748,20.599,6.162,37.94,0,0,15.757,5.81,2.729,3.785,2.289
Eric Gordon_201569_New Orleans Pelicans_1610612740,16.248,6.942,26.44,0,0,27.622,6.647,1.477,11.078,0
Will Barton_203115_Denver Nuggets_1610612743,22.267,7.423,23.98,0,0.816,22.594,7.015,3.997,3.181,3.263
D'Angelo Russell_1626156_Los Angeles Lakers_1610612747,15.777,5.906,38.269,0,6.149,15.453,4.531,3.884,2.913,2.023
Greg Monroe_202328_Milwaukee Bucks_1610612749,5.403,5.154,0,10.806,33.832,6.234,0,17.623,1.081,14.131
Deron Williams_101114_Dallas Mavericks_1610612742,10.454,11.045,27.613,0,8.58,16.667,5.819,1.775,11.538,0
Jamal Crawford_2037__1610612746,11.845,22.403,29.614,0,0,18.026,8.755,0,3.348,0.944
Marcus Morris_202694_Detroit Pistons_1610612765,11.009,14.595,12.26,4.254,13.762,22.686,3.336,2.002,4.837,4.337
Jabari Parker_203953_Milwaukee Bucks_1610612749,18.19,9.14,6.004,4.928,7.079,22.491,1.792,17.204,2.419,6.272
Evan Fournier_203095_Orlando Magic_1610612753,16.01,5.051,21.832,0,0,24.829,8.647,4.452,12.586,1.455
JJ Redick_200755_Los Angeles Clippers_1610612746,12.176,2.493,5.465,0,0,16.587,18.504,1.438,38.734,0
Zach LaVine_203897_Minnesota Timberwolves_1610612750,21.524,8.208,29.062,0,0,14.07,10.72,1.926,7.286,1.424
Tobias Harris_202699_Detroit Pistons_1610612765,12.048,10.843,8.676,6.324,8.434,26.747,3.088,3.133,2.41,4.337
Devin Booker_1626164_Phoenix Suns_1610612756,18.607,6.173,26.808,0,3.263,11.376,7.231,4.056,13.316,1.058
Arron Afflalo_201167_New York Knicks_1610612752,13.183,8.789,8.039,0,16.935,23.365,6.967,3.323,14.898,0
Markieff Morris_202693_Washington Wizards_1610612764,6.939,5.382,2.313,15.864,15.864,14.769,0,5.949,6.799,4.804
Jarrett Jack_101127__1610612751,10.931,10.122,43.927,0,0,18.421,4.656,0,2.834,0
Serge Ibaka_201586_Oklahoma City Thunder_1610612760,12.439,1.749,0,26.919,3.013,29.835,0,10.01,2.041,6.9
Jae Crowder_203109_Boston Celtics_1610612738,20.7,2.1,7.3,3.8,3.5,33.0,6.5,5.6,7.4,3.5
J.R. Smith_2747_Cleveland Cavaliers_1610612739,15.303,12.752,7.864,0,1.275,33.688,4.57,1.807,16.578,0
Wesley Matthews_202083_Dallas Mavericks_1610612742,10.909,5.758,9.192,1.313,9.899,36.162,6.566,2.727,11.919,1.111
Rajon Rondo_200765_Sacramento Kings_1610612758,19.806,7.394,39.261,0,0,15.405,2.377,3.785,0,2.465
Alec Burks_202692__1610612762,0,0,0,0,0,0,0,0,0,0
Norris Cole_202708__1610612740,16.923,3.761,47.692,0,0,16.41,7.009,0,0,0
Al Jefferson_2744__1610612766,0,0,0,0,0,0,0,0,0,0
Chandler Parsons_202718_Dallas Mavericks_1610612742,15.509,7.692,18.61,1.241,3.102,28.164,4.963,5.583,9.057,1.613
Robert Covington_203496_Philadelphia 76ers_1610612755,20.022,4.113,4.545,5.519,0,37.229,8.117,3.463,4.87,3.896
Joe Johnson_2207__1610612748,9.091,11.364,27.273,0,10.714,25.974,1.948,0,4.87,1.429
Trevor Ariza_2772_Houston Rockets_1610612745,24.015,3.842,7.109,1.345,0,40.346,3.939,3.458,8.357,3.074
Darren Collison_201954_Sacramento Kings_1610612758,30.09,11.133,25.276,0,0,18.355,3.41,3.21,0,1.003
DeMarre Carroll_201960_Toronto Raptors_1610612761,21.362,5.882,9.288,0,0,32.508,3.406,8.05,8.05,4.334
Lou Williams_101150_Los Angeles Lakers_1610612747,14.154,9.333,43.692,0,0,10.256,7.897,1.538,8.821,1.538
Julius Randle_203944_Los Angeles Lakers_1610612747,15.77,21.787,2.188,9.389,11.942,11.212,0,8.66,2.188,10.392
Jeff Green_201145_Los Angeles Clippers_1610612763,16.563,12.188,6.25,3.338,12.813,29.063,4.064,5.0,5.806,3.438
Michael Carter-Williams_203487_Milwaukee Bucks_1610612749,13.316,11.78,32.522,0,4.738,14.725,2.433,8.195,1.28,2.945
Michael Beasley_201563_Houston Rockets_1610612745,15.139,17.53,5.179,12.351,5.578,20.319,0,7.968,0,7.171
Marcin Gortat_101162_Washington Wizards_1610612764,7.559,1.124,0,23.085,15.628,1.634,0,31.358,0,10.725
Luol Deng_2736_Miami Heat_1610612748,15.477,4.281,2.854,7.025,6.696,35.456,1.866,9.55,4.501,6.915
Gary Harris_203914_Denver Nuggets_1610612743,21.382,3.947,10.417,0,0,26.535,14.693,9.759,7.675,1.974
Draymond Green_203110_Golden State Warriors_1610612744,18.54,5.004,5.004,12.633,8.696,19.688,1.313,9.68,2.297,7.055
Elfrid Payton_203901_Orlando Magic_1610612753,15.377,7.128,34.827,0,0,18.024,5.703,5.397,1.935,4.073
Jared Sullinger_203096_Boston Celtics_1610612738,6.918,5.799,0,16.785,16.277,20.854,0,8.85,4.781,12.513
George Hill_201588_Indiana Pacers_1610612754,20.644,4.772,28.746,0,1.221,19.756,4.107,3.441,9.212,2.442
Trey Burke_203504__1610612762,12.182,6.827,34.672,0,0,24.096,13.387,0,3.347,0
CJ Miles_101139__1610612754,20.422,2.635,7.115,2.503,0,29.117,10.54,0,18.709,2.372
Tony Parker_2225_San Antonio Spurs_1610612759,12.5,5.543,50.978,0,0,11.957,4.783,2.717,6.957,0
Mirza Teletovic_203141_Phoenix Suns_1610612756,13.671,2.906,1.292,8.934,13.455,32.508,4.736,2.045,12.056,3.983
Dennis Schroder_203471_Atlanta Hawks_1610612737,9.569,6.89,54.354,0,0,12.344,6.124,1.531,4.498,0
Kent Bazemore_203145_Atlanta Hawks_1610612737,23.434,4.752,15.119,0,0,30.13,6.803,8.855,4.644,1.512
Otto Porter_203490_Washington Wizards_1610612764,24.643,1.548,9.881,2.619,1.31,28.929,2.5,9.405,7.262,7.143
Jose Juan Barea_200826_Dallas Mavericks_1610612742,8.595,8.943,52.846,0,0,17.189,5.11,1.161,1.742,0
Harrison Barnes_203084_Golden State Warriors_1610612744,19.118,8.69,4.412,2.941,12.7,29.545,1.337,9.626,4.144,3.61
Bojan Bogdanovic_202711_Brooklyn Nets_1610612751,18.655,7.809,12.256,0,7.158,31.02,2.386,4.881,9.761,1.844
Isaiah Canaan_203477_Philadelphia 76ers_1610612755,18.379,11.073,20.32,0,0,27.854,8.904,2.283,5.594,0
TJ Warren_203933_Phoenix Suns_1610612756,23.459,4.175,10.338,0,0,22.266,4.374,9.145,10.934,8.946
Marco Belinelli_201158_Sacramento Kings_1610612758,13.038,0,13.299,0,0,20.339,9.257,3.781,33.638,0
Kenneth Faried_202702_Denver Nuggets_1610612743,13.268,2.211,0,16.216,11.548,5.16,0,20.762,0,21.253
Evan Turner_202323_Boston Celtics_1610612738,15.015,10.51,31.531,0,10.51,13.814,5.706,4.304,2.202,2.302
Jeremy Lin_202391_Charlotte Hornets_1610612766,13.202,7.389,32.709,0,0,21.872,7.291,4.236,7.094,0
Hassan Whiteside_202355_Miami Heat_1610612748,3.967,2.088,0,20.772,21.921,1.983,0,18.059,0,20.459
Nikola Mirotic_202703_Chicago Bulls_1610612741,11.631,3.919,2.781,7.585,11.125,36.41,5.31,5.563,5.057,4.551
Marvin Williams_101107_Charlotte Hornets_1610612766,8.105,0,2.055,14.84,4.338,39.498,3.653,6.393,4.566,9.018
Matt Barnes_2440_Memphis Grizzlies_1610612763,20.737,2.88,5.3,3.341,2.304,31.106,3.111,9.332,7.028,6.221
Dion Waiters_203079__1610612760,19.085,15.179,25.446,0,0,24.442,3.571,0,7.031,1.116
Omri Casspi_201956_Sacramento Kings_1610612758,23.514,2.655,4.425,2.781,1.264,38.18,4.551,9.229,4.678,4.551
Ersan Ilyasova_101141_Orlando Magic_1610612753,9.14,0,0,17.204,6.989,20.43,1.629,13.979,6.352,21.505
Jonas Valanciunas_202685_Toronto Raptors_1610612761,3.938,0,0,14.205,27.426,3.235,0,20.675,0,20.253
Marcus Thornton_201977_Houston Rockets_1610612745,12.698,4.6,25.397,0,0,28.571,6.6,4.4,10.318,3.4
Myles Turner_1626167_Indiana Pacers_1610612754,7.419,4.019,0,27.821,21.948,8.346,0,13.91,2.473,6.801
Hollis Thompson_203138_Philadelphia 76ers_1610612755,19.138,1.648,6.591,0,0,39.671,11.28,4.563,8.238,4.183
Al-Farouq Aminu_202329__1610612757,0,0,0,0,0,0,0,0,0,0
Nerlens Noel_203457_Philadelphia 76ers_1610612755,10.446,9.272,0,18.427,10.211,8.333,0,21.244,0,12.793
Sean Kilpatrick_203930_Brooklyn Nets_1610612751,21.523,3.642,19.205,0,0,41.379,3.642,6.623,8.278,0
Enes Kanter_202683_Oklahoma City Thunder_1610612760,8.839,1.491,0,20.234,18.956,5.112,0,16.72,0,21.725
Marcus Smart_203935_Boston Celtics_1610612738,16.837,4.685,18.155,0,6.149,25.183,5.857,4.978,2.928,6.735
Terrence Ross_203082__1610612761,13.773,6.026,11.765,0,0,34.29,5.452,0,23.673,0
Raymond Felton_101109_Dallas Mavericks_1610612742,8.636,10.227,45.0,0,0,22.273,2.614,1.818,2.273,0
Gerald Green_101123_Miami Heat_1610612748,17.339,3.288,7.324,0,2.84,34.978,11.809,3.587,11.211,2.84
Dwight Howard_2730_Houston Rockets_1610612745,6.263,0,0,9.343,30.493,0,0,22.177,0,14.784
Jerryd Bayless_201573_Milwaukee Bucks_1610612749,15.596,7.156,21.101,0,0,29.908,8.991,2.569,8.624,0
Patrick Beverley_201976__1610612745,20.11,7.989,19.008,1.928,0,36.501,2.617,0,0,3.444
Allen Crabbe_203459_Portland Trail Blazers_1610612757,17.857,0,9.184,3.189,0,32.526,10.842,4.337,16.326,1.276
Shabazz Muhammad_203498_Minnesota Timberwolves_1610612750,20.209,5.226,6.852,0,9.872,20.674,4.181,9.059,10.453,9.408
Stanley Johnson_1626169_Detroit Pistons_1610612765,18.709,9.223,21.739,0,4.348,25.692,6.719,2.108,2.372,4.48
Gary Neal_202390__1610612764,13.83,6.117,24.468,0,0,25.266,9.84,0,14.096,0
Courtney Lee_201584_Charlotte Hornets_1610612763,16.996,5.534,16.996,0,0,39.526,7.115,3.953,5.929,2.245
Robin Lopez_201577_New York Knicks_1610612752,2.526,1.493,0,12.974,29.162,3.789,0,18.599,0,22.503
Kelly Olynyk_203482_Boston Celtics_1610612738,13.889,2.924,0,19.444,7.31,24.854,4.971,7.456,5.702,6.579
Alex Len_203458_Phoenix Suns_1610612756,4.467,2.52,0,11.34,29.553,9.049,0,19.702,1.833,12.715
Shelvin Mack_202714__1610612762,13.539,6.888,35.63,0,0,23.753,11.639,0,0,0
Doug McDermott_203926_Chicago Bulls_1610612741,16.344,0,3.601,0,2.909,28.116,13.989,10.249,15.651,4.017
Luis Scola_2449_Toronto Raptors_1610612761,13.617,0,0,18.44,15.461,29.362,0,7.801,0,8.227
Jameer Nelson_2749__1610612743,9.302,7.752,47.028,0,0,20.672,7.235,0,0,0
O.J. Mayo_201564_Milwaukee Bucks_1610612749,17.805,3.902,15.122,0,2.439,26.341,10.976,2.927,8.78,0
Jerami Grant_203924_Philadelphia 76ers_1610612755,16.046,11.861,2.674,10.465,5.698,24.884,2.791,12.558,2.442,6.047
Jeremy Lamb_203087_Charlotte Hornets_1610612766,11.893,6.868,24.288,0,0,18.76,5.863,8.04,15.913,4.69
Ricky Rubio_201937_Minnesota Timberwolves_1610612750,18.498,3.917,40.696,0,0,22.633,4.026,1.088,0,0
Austin Rivers_203085_Los Angeles Clippers_1610612746,14.422,14.263,33.28,0,0,19.493,6.656,4.754,2.536,0
Kyle Korver_2594_Atlanta Hawks_1610612737,13.85,0,6.787,0,0,23.961,13.158,3.463,31.44,0
Rodney Stuckey_201155_Indiana Pacers_1610612754,21.575,5.651,31.507,0,0,16.267,8.733,3.253,4.623,0
Patty Mills_201988_San Antonio Spurs_1610612759,13.643,2.25,28.411,0,0,24.332,7.736,4.923,12.236,0
Jusuf Nurkic_203994_Denver Nuggets_1610612743,3.245,0,0,24.484,31.858,3.245,0,11.799,0,15.339
Kevin Martin_2755_San Antonio Spurs_1610612750,14.545,13.073,9.091,0,4.128,28.182,5.275,9.091,16.364,0
Jordan Hill_201941_Indiana Pacers_1610612754,4.708,4.85,0,19.829,24.108,7.561,0,17.261,0,13.124
Nikola Jokic_203999_Denver Nuggets_1610612743,5.942,3.54,0,19.469,19.848,10.746,0,15.424,0,13.654
Aaron Gordon_203932__1610612753,0,0,0,0,0,0,0,0,0,0
Manu Ginobili_1938_San Antonio Spurs_1610612759,9.76,6.164,23.801,0,0,27.226,7.705,6.849,7.877,0
Nik Stauskas_203917_Philadelphia 76ers_1610612755,17.852,4.209,15.53,0,0,38.897,9.289,2.322,6.967,1.597
Wayne Ellington_201961_Brooklyn Nets_1610612751,16.032,2.381,17.778,0,0,31.905,7.143,4.127,14.762,1.587
Gerald Henderson_201945_Portland Trail Blazers_1610612757,13.063,8.559,18.168,0,7.808,22.072,7.357,5.255,8.258,2.402
Mo Williams_2590__1610612739,14.667,4.0,43.2,0,0,18.4,6.933,0,4.267,0
Archie Goodwin_203462_Phoenix Suns_1610612756,21.263,8.306,25.914,0,0,20.1,5.149,5.648,1.827,3.322
Tony Allen_2754_Memphis Grizzlies_1610612763,23.627,4.659,5.158,0,2.496,23.295,2.995,17.305,0,10.982
Terrence Jones_203093_Houston Rockets_1610612745,16.702,5.782,0,11.991,7.923,23.34,0,14.775,0,8.779
Mario Chalmers_201596_Memphis Grizzlies_1610612763,15.186,5.816,32.609,0,0,16.801,5.977,2.262,2.423,2.262
Cory Joseph_202709__1610612761,9.399,11.227,46.214,0,0,19.191,3.003,0,1.958,0
Tim Duncan_1495_San Antonio Spurs_1610612759,4.467,0,0,24.227,25.945,5.326,0,18.041,0,8.247
Toney Douglas_201962_New Orleans Pelicans_1610612740,17.329,6.859,37.184,0,0,19.495,7.401,3.069,0,0
Ramon Sessions_201196_Washington Wizards_1610612764,25.904,3.614,35.06,0,0,17.711,3.494,5.181,3.012,0
Meyers Leonard_203086_Portland Trail Blazers_1610612757,6.78,0,0,26.365,5.838,35.405,0,7.156,2.448,4.143
Langston Galloway_204038_New York Knicks_1610612752,22.046,4.755,17.435,0,0,27.954,8.069,5.043,6.052,2.738
PJ Tucker_200782_Phoenix Suns_1610612756,18.098,3.17,6.605,1.585,8.454,29.458,1.585,7.662,2.114,13.342
Danny Green_201980_San Antonio Spurs_1610612759,20.973,1.824,4.407,0,0,42.705,5.015,4.863,10.486,3.04
Gorgui Dieng_203476_Minnesota Timberwolves_1610612750,7.238,3.739,0,22.316,15.682,14.234,0,16.888,0,8.806
Derrick Williams_202682_New York Knicks_1610612752,20.592,10.902,5.114,7.402,9.556,20.996,2.692,10.902,4.98,3.769
Bobby Portis_1626171_Chicago Bulls_1610612741,9.69,8.527,0,16.085,16.473,19.38,0,6.008,0,16.667
Darrell Arthur_201589_Denver Nuggets_1610612743,8.304,2.422,0,20.761,7.958,30.104,0,11.765,2.595,7.785
Jon Leuer_202720_Phoenix Suns_1610612756,10.616,7.877,0,23.459,7.534,23.63,1.884,8.904,0,8.39
Carl Landry_201171_Philadelphia 76ers_1610612755,5.431,5.431,0,17.252,20.447,16.613,0,15.335,0,12.141
Nick Young_201156__1610612747,14.452,6.993,16.55,0,0,28.904,7.226,0,17.716,0
Lance Stephenson_202362_Memphis Grizzlies_1610612763,18.222,13.333,21.333,0,5.128,27.111,3.846,3.59,0,5.333
Taj Gibson_201959_Chicago Bulls_1610612741,4.524,1.716,0,12.012,24.337,5.772,0,26.053,0,18.565
Aaron Brooks_201166__1610612741,0,0,0,0,0,0,0,0,0,0
Nene_2403_Washington Wizards_1610612764,7.523,6.606,0,16.881,31.009,6.055,0,21.284,0,3.486
Tyler Johnson_204020_Miami Heat_1610612748,11.356,5.047,27.76,0,0,26.814,9.464,3.785,4.416,3.47
Matthew Dellavedova_203521_Cleveland Cavaliers_1610612739,8.964,3.4,46.677,0,0,23.184,6.028,1.7,2.009,0
Corey Brewer_201147_Houston Rockets_1610612745,32.996,2.026,4.631,0,0,32.706,6.657,4.92,6.512,2.315
Ben McLemore_203463_Sacramento Kings_1610612758,26.21,4.508,8.18,0,0,27.713,6.344,6.01,13.356,1.836
E'Twaun Moore_202734_Chicago Bulls_1610612741,18.242,3.297,24.835,0,2.418,27.692,9.67,4.835,0,2.637
DeAndre Jordan_201599_Los Angeles Clippers_1610612746,7.52,0,0,20.314,7.183,0,0,20.763,0,17.396
Jason Smith_201160_Orlando Magic_1610612753,4.584,0,0,40.408,2.377,26.995,0,6.282,3.735,4.584
Frank Kaminsky_1626163_Charlotte Hornets_1610612766,6.173,3.858,0,20.525,10.802,33.025,1.698,9.414,2.932,4.784
Lance Thomas_202498_New York Knicks_1610612752,13.142,6.571,5.955,2.464,5.339,39.014,0,8.624,5.749,3.901
Wesley Johnson_202325_Los Angeles Clippers_1610612746,20.684,1.88,2.051,5.812,0,41.539,8.547,5.47,5.983,2.222
Joffrey Lauvergne_203530_Denver Nuggets_1610612743,8.137,2.998,0,24.625,14.133,19.058,0,13.062,0,9.636
Shane Larkin_203499_Brooklyn Nets_1610612751,14.08,6.178,46.983,0,0,12.356,6.322,5.316,0,0
Josh Smith_2746_Houston Rockets_1610612745,12.558,12.558,9.302,13.023,4.651,18.595,0,7.907,0,4.959
Marreese Speights_201578_Golden State Warriors_1610612744,7.018,5.088,0,21.754,8.596,18.947,0,10.175,10.702,10.702
JaMychal Green_203210_Memphis Grizzlies_1610612763,8.675,3.312,0,14.826,13.88,17.981,0,15.931,0,17.981
Garrett Temple_202066_Washington Wizards_1610612764,31.672,2.251,9.807,0,0,32.476,2.572,4.18,7.878,2.412
Brandon Jennings_201943__1610612765,18.396,8.491,37.736,0,0,13.812,7.735,0,0,0
Ian Mahinmi_101133_Indiana Pacers_1610612754,7.834,2.304,0,20.891,10.753,7.988,0,29.647,0,9.063
Mason Plumlee_203486_Portland Trail Blazers_1610612757,12.652,5.353,0,20.803,8.637,4.258,0,22.993,0,11.436
Jose Calderon_101181_New York Knicks_1610612752,10.233,2.154,38.061,0,0,22.98,7.72,2.873,7.72,0
Patrick Patterson_202335_Toronto Raptors_1610612761,10.315,0,0,14.161,2.448,52.797,0,2.622,0,8.566
Zaza Pachulia_2585_Dallas Mavericks_1610612742,4.05,5.587,0,17.877,4.19,9.078,0,31.425,0,15.084
PJ Hairston_203798__1610612766,18.987,0,8.176,0,0,29.747,5.975,0,5.031,3.774
David Lee_101135_Boston Celtics_1610612742,8.696,5.534,0,21.693,11.111,7.115,0,16.996,0,10.672
Luke Babbitt_202337__1610612740,13.855,4.518,6.928,0,0,43.976,4.819,0,10.843,6.627
Mike Dunleavy_2399_Chicago Bulls_1610612741,15.351,0,5.702,0,0,28.07,11.842,11.403,17.105,0
Andrea Bargnani_200745_Brooklyn Nets_1610612751,3.67,5.199,0,33.028,4.281,28.746,0,8.563,4.893,6.422
Jared Dudley_201162_Washington Wizards_1610612764,20.361,0,0,13.465,0,43.35,0,6.732,5.583,2.956
Greivis Vasquez_202349__1610612749,9.043,0,31.915,0,0,34.043,7.447,0,0,0
