0.181	3
0.302	3
0.404	3
0.67	3
-0.116	1
-0.417	1
0.056	2
-0.044	2
0.004	2
-0.861	1
0.546	3
-0.164	1
0.197	2
-0.256	1
-0.033	1
0.021	2
0.459	3
-0.553	1
-0.679	1
0.111	2
-0.892	1
-0.466	2
0.159	3
0.241	3
0.208	2
-0.354	1
0.11	3
0.015	2
-0.071	1
0.131	3
0.113	2
0.342	3
0.003	2
-0.275	1
-0.68	1
-0.317	2
-0.281	1
-0.129	1
0.031	2
0.316	3
0.432	3
0.201	2
0.23	2
0.246	3
0.061	2
-0.262	1
0.601	3
0.34	3
0.132	3
0.149	2
0.441	3
0.543	3
0.103	3
-0.246	2
-0.019	2
-0.132	2
-0.066	2
0.131	2
-0.071	2
0.114	3
0.04	2
0.22	3
0.115	3
0.047	2
0.362	3
0.493	3
0.145	2
0.355	3
0.32	3
-0.201	1
0.049	2
-0.061	2
0.751	3
0.851	3
0.714	3
0.331	3
-0.346	1
-0.193	1
0.234	3
0.344	3
0.024	2
-0.051	2
0.143	2
0.108	2
0.086	2
0.166	2
0.668	3
0.169	2
0.176	3
0.558	3
-0.038	2
-0.272	1
-0.687	1
-0.253	1
-0.043	2
0.413	3
-0.008	2
0.066	3
0.021	2
-0.307	1
-0.654	1
-0.096	2
0.296	3
0.209	3
-0.173	2
0.107	3
-0.093	3
-0.129	1
0.229	3
-0.03	3
0.139	2
-0.019	2
-0.161	1
0.119	3
0.174	2
0.196	2
-0.158	1
0.487	3
0.241	2
0.072	2
-0.178	3
-0.457	1
-0.188	2
0.019	3
0.039	3
-0.332	2
-0.036	3
-0.611	1
-0.039	2
-0.957	1
-0.45	1
-0.788	1
-0.412	1
-0.255	1
0.174	2
0.29	3
0.468	3
0.373	3
0.082	2
0.321	3
0.103	2
0.617	3
0.26	2
-0.095	2
0.657	3
0.175	3
0.291	3
-0.002	3
0.218	2
0.314	3
-0.016	3
-0.025	1
0.411	2
0.328	2
-0.114	2
0.057	2
0.373	3
-0.058	2
0.055	2
-0.143	1
-0.046	2
0.104	2
-0.358	2
-0.226	2
-0.24	2
0.179	3
-0.109	1
0.377	3
-0.215	2
-0.06	2
-0.111	2
-0.362	1
-0.851	1
0.099	2
0.277	2
0.376	3
0.15	3
0.499	3
0.169	3
-0.054	1
0.063	2
0.462	3
0.123	2
-0.018	1
-0.02	2
-0.069	2
1.038	3
0.468	3
1.081	3
0.486	3
-0.398	1
0.059	1
0.099	3
0.979	3
-0.126	1
0.338	3
0.081	2
0.191	2
0.421	3
0.869	3
0.015	3
0.283	3
0.297	3
0.432	3
0.389	3
0.197	2
0.543	3
0.831	3
-0.286	1
0.122	2
-0.185	3
-0.493	1
0.218	3
0.132	3
0.021	2
-0.123	2
0.227	2
-0.134	1
0.372	3
0.01	2
-0.22	1
0.258	3
-0.17	1
1.094	3
0.15	3
0.209	2
0.18	3
0.14	2
0.017	2
0.776	3
0.2	3
0.194	3
0.147	3
0.252	3
0.083	2
0.123	2
-0.029	2
-0.038	2
-0.32	2
0.066	2
0.102	3
0.291	2
0.437	2
0.69	3
0.409	3
0.072	2
-0.04	2
-0.059	1
0.255	3
-0.383	1
0.181	2
0.094	3
-0.249	1
-0.26	1
0.141	2
-0.01	2
-0.545	1
-0.633	1
-0.265	1
0.29	3
0.004	2
0.233	3
-0.148	2
-0.109	2
-0.588	1
0.283	3
0.183	3
0.429	3
-0.031	2
-0.072	2
-0.312	1
-0.039	2
-0.301	2
-0.272	2
-0.218	2
0.188	3
0.032	2
0.199	2
-0.261	2
-0.325	2
-0.156	2
-0.147	2
-0.234	2
0.078	3
0.01	2
-0.007	2
-0.045	2
0.021	2
-0.442	1
0.138	2
-0.104	1
-0.348	1
-0.605	1
-0.1	2
0.386	3
-0.016	2
-0.2	2
0.265	3
0.411	3
0.389	3
-0.29	1
-0.044	1
0.033	3
-0.138	2
0.403	3
-0.073	2
-0.516	1
-0.165	1
0.282	3
0.154	3
0.027	3
0.268	3
-0.082	2
-0.165	2
0.319	3
0.317	3
0.937	3
-0.541	1
-0.847	1
0.877	3
0.941	3
0.988	3
1.031	3
-0.094	1
0.043	2
0.408	3
1.041	3
-0.56	1
0.149	3
-0.297	1
0.621	3
0.934	3
1.024	3
0.862	3
0.044	3
-0.685	1
0.118	2
0.214	2
0.157	3
1.033	3
-0.467	1
-0.012	2
0.265	2
0.278	2
0.262	2
-0.064	2
-0.088	2
-0.291	2
-0.33	1
-0.401	1
0.688	3
-0.154	2
-0.388	1
0.044	3
-0.585	1
1.059	3
-0.238	2
0.391	3
0.239	3
0.165	3
0.08	2
-0.035	2
0.065	2
-0.172	2
0.279	3
-0.196	2
0.226	3
-0.107	2
-0.303	1
0.044	2
0.068	2
0.006	2
0.363	3
0.245	3
0.081	2
0.284	3
-0.563	1
0.022	2
0.24	2
-0.168	2
0.37	2
-0.119	2
0.224	2
-0.366	1
0.082	2
0.207	3
0.028	2
-0.084	1
-0.3	1
0.176	3
0.414	3
0.253	2
0.175	3
0.265	3
-0.051	2
-0.358	1
0.068	2
0.036	2
-0.046	2
0.164	2
-0.677	3
-0.836	3
0.31	3
0.253	3
0.146	2
0.127	2
0.179	3
-0.081	1
-0.049	1
-0.072	2
-0.077	1
0.093	2
-0.048	3
-0.13	2
0.041	3
-0.086	2
-0.25	1
0.219	2
-0.492	1
0.798	3
-0.118	2
-0.226	1
-0.272	1
1.228	3
1.228	3
1.171	3
1.171	3
1.171	3
1.228	3
1.171	3
1.171	3
1.171	3
1.177	3
0.015	2
0.025	2
-0.411	1
0.004	2
-0.195	1
-0.168	2
0.218	3
-0.104	1
0.55	3
-0.021	2
-0.45	1
0.049	3
0.337	2
-0.011	2
-0.608	1
0.626	2
-0.61	1
-0.34	1
0.009	2
-0.216	2
0.219	3
0.146	2
-0.49	1
0.161	3
0.072	2
-0.032	2
-0.341	2
0.144	2
0.151	3
0.318	3
0.307	2
0.26	3
0.263	3
-0.016	2
0.264	2
-0.457	1
0.37	3
-0.107	1
0.169	3
0.139	3
-0.178	2
-0.491	1
-0.515	2
-1.147	1
-0.883	1
0.468	3
