0.325	3
0.417	3
0.116	2
-0.067	3
0.051	3
-0.042	3
-0.348	1
-0.114	1
-0.351	1
0.195	3
-0.003	3
0.231	3
-0.154	1
0.035	2
-0.172	2
-0.065	2
-0.313	1
-0.554	1
0.092	2
0.659	3
-0.459	1
0.153	2
-0.251	1
-0.377	1
-0.353	1
-0.218	1
-0.191	2
-0.361	1
0.499	3
-0.118	2
0.755	3
-0.118	1
-0.319	1
0.011	2
-0.071	1
0.146	2
-0.065	1
0.129	2
-0.138	2
-0.384	1
0.588	3
0.591	2
-0.794	1
-0.055	2
-0.499	1
-0.13	2
0.46	2
1.123	3
-0.489	1
0.331	3
-0.052	2
0.155	3
0.023	2
-0.569	1
0.028	3
-0.158	2
-0.566	1
-0.416	1
-0.3	1
0.236	2
-0.426	1
-0.172	2
0.205	3
0.348	3
0.068	2
0.814	3
0.059	3
0.071	2
0.007	3
0.158	2
-0.109	2
0.102	3
-0.351	1
-0.424	1
0.092	3
-0.138	1
0.176	3
-0.351	1
0.409	3
-0.088	2
0.427	3
0.039	3
0.184	3
0.101	2
0.019	2
0.197	3
0.158	3
-0.099	2
0.165	2
0.302	3
-0.223	1
0.021	2
-0.198	1
0.165	2
-0.019	2
0.105	3
-0.001	2
0.363	3
-0.193	1
0.152	3
0.041	3
0.226	3
0.051	2
0.107	3
-0.341	2
-0.221	2
-0.607	1
-0.997	1
0.611	3
0.109	2
-0.158	1
0.277	3
0.276	2
0.445	3
-0.076	2
0.211	2
0.072	3
0.128	3
-0.712	1
0.143	3
-0.453	1
-0.106	1
-0.293	1
-0.138	1
0.035	3
0.462	3
0.146	2
0.159	3
-0.619	3
0.568	3
0.608	3
-0.188	2
-0.386	1
0.093	2
0.151	3
0.218	2
-0.481	1
0.131	2
-0.159	1
-0.347	1
0.198	2
0.183	3
0.104	2
0.114	2
0.166	3
0.285	3
0.372	3
0.267	3
0.601	3
0.224	3
0.187	2
-0.445	3
0.034	2
-0.035	2
0.179	2
-0.21	1
0.248	2
-0.007	2
-0.05	3
0.04	2
-0.797	1
-0.249	1
0.193	2
-0.077	1
-0.194	2
0.104	2
-0.2	1
-0.031	2
0.391	3
-0.052	2
-0.456	1
-0.478	1
-0.294	1
-0.322	1
0.106	3
-0.027	2
-0.326	1
-0.257	1
-0.58	1
0.397	3
1.18	3
-0.34	1
-0.984	1
-0.234	2
-0.577	1
-0.465	1
0.471	3
-0.521	1
-0.159	1
0.131	3
-0.132	2
0.036	3
0.012	2
0.242	3
-0.207	2
-0.207	1
-0.478	1
0.476	3
0.185	3
0.192	2
-0.371	1
0.027	2
-0.165	1
0.176	2
-0.216	1
-0.095	2
-0.128	2
-0.343	1
0.176	2
0.058	2
0.226	3
0.585	3
-0.253	1
0.316	3
0.61	3
-0.342	1
0.112	2
0.092	3
-0.244	2
0.162	3
-0.421	1
-0.259	1
-0.318	2
-0.02	2
-0.344	1
0.013	3
-0.347	1
0.3	2
-0.026	2
-0.278	1
-0.357	1
0.156	3
-0.565	1
-0.028	2
-0.147	1
0.329	3
-0.195	1
0.15	3
0.4	3
-0.63	1
-0.181	2
-0.283	1
-0.239	1
-0.132	2
-0.179	2
0.522	3
0.566	3
-0.027	2
0.046	2
0.612	3
0.254	3
0.441	3
0.308	3
-0.518	1
-0.203	1
-0.111	2
0.418	3
0.191	2
-0.687	1
-0.184	2
-0.016	1
-0.297	1
-0.125	2
0.544	3
-0.352	2
-0.578	1
-0.539	1
-0.505	1
-0.751	1
-0.488	1
0.115	3
-0.202	1
-0.272	2
-0.361	1
-0.198	2
-0.362	1
-0.088	2
-0.495	1
-0.792	1
-0.052	2
-0.234	2
-0.226	2
-0.028	2
-0.237	1
-0.351	2
-0.096	2
0.336	3
-0.223	1
0.132	3
0.113	2
-0.391	1
-0.236	1
-0.332	1
-0.15	2
0.587	3
0.307	3
-0.413	1
0.44	3
0.306	3
-0.547	1
-0.082	2
-0.742	1
-0.547	1
-0.082	2
-0.742	1
0.524	3
-0.382	1
0.349	3
-0.139	2
-0.542	1
0.626	3
0.53	3
0.02	2
-0.259	1
-0.286	1
0.368	3
0.011	1
0.128	2
-0.266	2
-0.068	3
-0.201	1
0.261	3
0.295	3
-0.375	1
0.087	2
-0.512	1
-0.058	1
-0.606	1
-0.306	1
0.467	3
0.015	2
-0.449	1
0.434	3
0.532	3
0.409	3
1.019	3
0.8	3
-0.617	1
-0.231	1
0.297	3
0.931	3
0.386	2
0.475	3
-0.004	2
0.028	2
0.123	2
0.469	3
0.132	2
-0.017	2
-0.315	1
-0.456	1
-0.209	1
-0.417	1
0.225	3
-0.223	2
-0.521	1
0.97	3
-0.056	2
0.771	3
0.895	3
0.088	2
0.253	3
0.274	3
0.195	3
-0.165	2
-0.795	1
-0.461	1
-0.202	2
0.25	3
-0.094	1
0.211	3
-0.514	1
-0.347	1
-0.173	2
-0.483	1
-0.027	2
0.072	2
-0.58	1
-0.659	1
0.274	3
0.423	2
-0.236	1
0.313	3
0.174	3
0.073	2
0.324	3
0.264	3
0.179	2
0.307	3
0.554	3
0.38	3
0.05	3
-0.273	1
0.183	2
0.286	3
0.464	3
0.15	2
0.231	2
0.309	3
0.473	3
0.364	3
0.03	3
0.429	3
0.245	3
0.056	2
0.538	3
0.061	2
-0.003	3
-0.573	1
0.031	2
-0.107	2
0.144	3
-0.505	1
-0.401	1
0.082	2
0.118	3
0.193	3
-0.001	2
-0.275	1
-0.129	2
0.116	2
0.274	3
-0.436	1
-0.306	1
-1.077	1
-1.142	1
-0.469	1
0.255	3
0.313	3
0.263	3
-0.167	2
0.14	2
-0.059	2
-0.129	1
-0.354	1
0.277	3
0.563	2
-0.262	1
0.545	3
0.257	3
-0.007	2
-0.009	2
0.025	3
0.035	2
-0.437	1
-0.011	2
-0.204	2
0.064	2
-0.439	1
-0.095	1
-0.1	2
0.32	3
0.135	2
-0.343	2
-0.078	3
-0.096	2
0.106	2
0.071	2
0.603	3
0.094	2
0.231	2
-0.285	1
0.026	2
0.151	2
-0.483	1
0.793	3
0.772	3
-0.07	2
0.103	2
-0.19	1
0.175	2
-0.167	1
-0.524	1
-0.773	1
-0.525	1
-0.002	2
0.382	3
-0.183	2
0.113	3
-0.061	2
-0.657	1
-0.276	1
0.08	2
0.115	2
-0.445	1
0.035	3
0.337	3
-0.041	2
0.155	2
0.013	3
-0.249	1
0.334	3
-0.177	1
0.24	3
-0.046	2
-0.142	2
-0.075	1
-0.374	1
0.313	3
-0.002	3
-0.806	1
-0.038	3
0.213	3
0.361	3
0.01	2
0.298	3
0.275	2
-0.255	1
-0.489	1
-0.242	1
0.195	3
0.254	3
-0.307	1
0.146	2
-0.2	1
-0.021	3
0.819	3
0.073	2
0.176	2
-0.512	1
0.494	3
-0.045	2
-0.226	1
0.329	3
-0.35	1
-0.018	2
0.09	2
-0.379	1
-0.306	1
0.221	3
-0.085	2
0.075	2
0.309	3
0.193	3
0.202	3
-0.63	1
-0.1	2
-0.085	2
-0.176	1
-0.064	1
-0.015	1
0.103	2
0.234	3
-0.188	3
-0.179	2
0.295	1
0.582	3
0.852	3
0.729	3
-0.312	1
-0.47	2
-0.408	1
-0.668	1
-0.306	1
-0.588	1
-0.765	1
-0.746	1
-0.271	2
-0.548	1
-0.471	1
-0.396	1
0.084	2
-0.785	1
-0.468	1
0.229	3
-0.368	1
-0.243	1
-0.153	1
-0.164	1
-0.129	1
0.073	2
0.195	3
-0.061	2
-0.575	1
0.481	3
0.101	2
-0.138	1
-0.242	1
-0.242	2
-0.38	1
0.101	2
-0.27	1
-0.172	1
-0.162	2
0.23	2
-0.002	2
-0.554	1
0.347	3
-0.073	2
-0.157	1
-0.929	1
0.006	3
-0.672	1
0.26	3
0.331	3
-0.017	2
-0.104	2
0.418	3
0.417	3
0.551	3
-0.406	1
-0.05	1
0.2	2
0.194	2
0.082	2
-0.445	1
-0.002	3
0.476	3
0.258	2
-0.004	2
0.299	2
0.167	2
0.269	2
0.537	3
0.158	2
0.104	2
-0.235	2
0.133	1
-0.531	1
0.016	2
-0.437	1
0.124	2
-0.048	1
-0.238	2
-0.009	2
-0.079	3
-0.015	3
-0.457	1
-0.08	3
-0.343	1
-0.219	2
-0.296	1
-0.23	2
0.089	2
-0.422	1
-0.044	1
-0.034	2
-0.684	1
0.29	3
-0.118	3
-0.023	2
-0.267	2
-0.24	2
-0.465	1
-0.062	2
-0.388	1
0.0	2
-0.467	1
-0.08	2
-0.284	2
-0.684	1
-0.109	2
0.112	2
-0.505	1
-0.345	1
-0.293	1
-0.01	2
-0.325	1
-0.188	2
-0.214	2
-0.145	2
-0.341	2
-0.105	2
0.193	3
0.189	2
0.221	3
0.291	3
0.097	2
0.1	2
0.516	3
-0.136	2
0.132	2
-0.31	2
0.504	3
-0.299	1
-0.488	1
-0.136	1
0.467	3
0.288	3
-0.122	1
-0.307	1
-0.175	2
0.228	3
-0.0	2
-0.557	1
-0.078	1
-0.254	2
0.117	3
-0.455	1
-0.139	2
-0.082	2
-0.197	2
-0.252	2
-0.194	2
0.322	3
0.207	3
0.287	3
0.068	3
0.057	2
-0.53	1
0.143	2
0.09	3
-0.273	1
-0.079	2
0.029	2
0.132	2
0.202	2
-0.305	2
0.184	3
0.181	3
0.21	3
-0.276	2
0.006	1
-0.076	1
0.306	3
-0.687	1
-0.583	1
-0.692	1
-0.497	1
-0.692	1
-0.356	1
-0.572	1
-0.478	1
-0.564	1
-0.636	1
-0.029	2
-0.449	2
-0.088	2
-0.666	1
0.141	3
-0.165	2
-0.258	2
-0.002	2
-0.309	1
-0.63	1
-0.336	1
0.559	3
-0.358	2
-0.444	1
0.028	2
-0.773	1
0.318	3
-0.082	2
0.295	3
0.171	3
-0.114	2
-0.196	1
-0.311	2
-0.533	1
-0.727	1
0.029	2
0.081	2
-0.252	1
-0.221	1
0.73	3
0.624	3
0.05	3
-0.64	1
-0.386	1
0.093	2
-0.465	1
0.517	3
1.01	3
-0.351	1
0.411	3
-0.014	3
-0.753	1
-0.811	1
-0.131	2
-0.448	1
-0.496	1
-0.545	1
-0.017	2
-0.586	2
-0.119	2
-0.396	1
-0.716	1
-0.466	1
0.012	2
-0.262	2
0.294	3
-0.331	1
-0.171	2
0.241	3
-0.453	1
-0.706	1
-0.338	2
-0.156	2
-0.07	2
-0.143	2
-0.011	3
-0.018	2
0.032	2
0.065	3
-0.684	1
0.101	3
-0.36	2
-0.114	2
-0.258	1
-0.575	1
0.706	3
1.139	3
1.149	3
1.035	3
1.105	3
1.016	3
-0.041	2
0.567	3
0.239	3
-0.019	3
0.349	3
0.542	3
0.383	3
0.065	2
-0.082	2
0.182	3
0.462	3
-0.307	1
-0.118	2
0.036	2
0.364	3
-0.144	2
0.426	3
0.4	3
0.712	3
0.687	3
0.757	3
0.104	2
0.523	3
0.19	3
0.456	3
0.149	3
0.37	3
0.498	3
0.165	2
-0.319	2
-0.027	2
0.662	3
0.387	3
-0.321	1
0.485	3
0.355	3
0.116	2
0.533	3
0.11	2
0.036	2
-0.145	2
0.214	3
0.036	3
0.074	2
-0.119	2
-0.045	2
-0.211	2
0.015	3
-0.264	2
-0.127	2
-0.371	2
-0.527	1
-0.623	1
-0.324	2
0.048	2
-0.019	2
0.349	3
0.376	3
0.167	2
-0.004	2
-0.114	2
0.087	3
-0.13	2
0.365	3
0.437	3
0.325	3
-0.081	2
-0.136	1
0.49	3
0.286	3
0.043	3
0.065	2
0.381	3
0.228	3
0.437	3
0.331	3
0.27	2
-0.05	2
0.042	2
0.065	3
-0.433	1
0.009	2
0.284	3
0.095	3
-0.01	2
0.031	2
0.163	2
0.087	2
0.104	3
0.131	3
-0.006	2
-0.175	2
-0.159	2
-0.013	2
-0.17	1
0.001	2
0.127	2
0.062	2
0.067	3
-0.148	2
0.016	2
0.034	2
0.189	3
0.531	3
-0.218	2
0.376	3
0.018	1
0.294	3
0.11	2
0.268	3
0.494	3
0.578	3
0.407	3
-0.539	1
0.095	2
0.386	3
0.096	2
0.234	3
0.422	3
0.35	3
0.366	3
0.021	2
-0.428	1
0.402	3
0.328	3
0.245	3
0.368	3
-0.155	2
-0.183	1
0.065	2
0.54	3
0.499	3
0.291	3
-0.244	1
0.073	3
-0.103	1
-0.031	2
-0.092	2
0.109	2
0.285	3
0.324	3
0.652	3
0.442	3
0.217	2
-0.029	2
-0.054	2
0.261	3
-0.184	2
-0.094	2
0.365	3
0.102	2
-0.251	1
-0.146	2
-0.059	2
-0.005	2
0.064	2
-0.006	2
0.435	3
0.364	3
0.041	3
0.321	3
-0.075	2
0.08	2
0.354	3
0.154	2
0.185	3
-0.345	1
-0.362	1
0.493	3
0.153	2
0.256	2
0.251	3
-0.083	1
0.402	2
-0.012	2
0.193	2
-0.028	3
0.508	3
0.525	3
0.103	3
0.339	3
-0.168	2
-0.196	2
0.355	3
0.102	2
-0.67	1
-0.18	1
-0.092	2
-0.329	1
0.16	2
-0.171	1
0.092	2
-0.143	2
-0.023	2
-0.663	1
0.399	3
-0.074	2
-0.245	2
-0.562	1
-0.425	1
-0.391	1
-0.409	1
-0.206	1
0.264	3
0.059	2
-0.278	1
-0.509	1
0.132	3
0.183	3
-0.127	2
-0.211	2
-0.251	2
-0.238	2
0.776	3
-0.129	2
0.137	2
0.021	2
-0.507	1
-0.096	2
0.011	3
0.078	3
0.116	3
0.12	3
-0.073	2
0.289	3
0.006	2
0.067	2
0.251	3
0.31	3
0.251	3
0.438	3
0.253	3
0.027	2
-0.225	2
0.258	3
0.135	2
0.164	3
-0.216	2
-0.748	1
-0.192	2
0.23	3
-0.622	1
-0.288	2
0.237	3
0.408	3
0.406	3
0.289	2
0.038	2
0.224	3
0.145	2
0.371	3
0.031	2
0.292	3
0.203	3
-0.217	1
-0.188	2
-0.037	2
-0.286	1
0.481	3
0.471	3
-0.075	2
0.193	3
-0.021	2
0.28	3
0.429	3
0.266	3
0.286	3
-0.147	1
-0.2	1
-0.143	2
-0.744	1
-0.556	3
-0.804	1
-0.917	1
-0.12	2
-0.732	1
